,champion,gameId,lane,platformId,queue,role,season,timestamp
72,56,4752031024,MID,KR,420,SOLO,13,1604108547583
73,164,4751938637,NONE,KR,420,DUO_SUPPORT,13,1604106897457
74,164,4751858909,MID,KR,420,SOLO,13,1604092467062
76,63,4751797326,BOTTOM,KR,420,DUO_SUPPORT,13,1604088867635
77,56,4751834992,MID,KR,420,SOLO,13,1604086106799
78,56,4751852863,TOP,KR,420,DUO,13,1604084181529
79,56,4751696158,NONE,KR,420,DUO_SUPPORT,13,1604079407656
80,164,4751273045,MID,KR,420,SOLO,13,1604071397828
81,164,4751134960,MID,KR,420,SOLO,13,1604069288553
83,56,4749829879,NONE,KR,420,DUO_SUPPORT,13,1604040736388
86,56,4749702235,MID,KR,420,SOLO,13,1604032017045
87,164,4749578241,NONE,KR,420,DUO_SUPPORT,13,1604029399250
88,56,4749480068,NONE,KR,420,DUO_SUPPORT,13,1604006606727
89,53,4749416500,TOP,KR,420,SOLO,13,1603999886003
90,164,4749375223,MID,KR,420,SOLO,13,1603997652579
91,164,4749423191,NONE,KR,420,DUO_SUPPORT,13,1603995758249
92,164,4749381853,NONE,KR,420,DUO_SUPPORT,13,1603994314858
93,164,4748956103,NONE,KR,420,DUO_SUPPORT,13,1603976763850
94,164,4748839112,MID,KR,420,SOLO,13,1603974935919
95,164,4748751699,MID,KR,420,SOLO,13,1603972827332
96,164,4747680652,TOP,KR,420,DUO_SUPPORT,13,1603930749871
97,56,4747638711,MID,KR,420,SOLO,13,1603927367818
98,164,4747666638,TOP,KR,420,SOLO,13,1603922744580
99,164,4747665926,MID,KR,420,SOLO,13,1603920700261
0,876,4771717645,NONE,KR,440,DUO_SUPPORT,13,1604858731556
1,876,4771714356,JUNGLE,KR,440,NONE,13,1604856201393
2,245,4771638481,JUNGLE,KR,440,NONE,13,1604852969783
3,876,4771632134,JUNGLE,KR,440,NONE,13,1604850107597
4,48,4771562835,JUNGLE,KR,440,NONE,13,1604847090791
5,245,4771124333,JUNGLE,KR,440,NONE,13,1604841618763
6,48,4770984568,JUNGLE,KR,440,NONE,13,1604839496659
7,876,4770798966,NONE,KR,440,DUO_SUPPORT,13,1604837892653
8,245,4770604039,JUNGLE,KR,440,NONE,13,1604831908618
9,5,4770487281,JUNGLE,KR,440,NONE,13,1604830039141
10,245,4770436531,JUNGLE,KR,440,NONE,13,1604827134424
11,245,4770380443,JUNGLE,KR,440,NONE,13,1604825145244
12,245,4770313362,NONE,KR,440,DUO_SUPPORT,13,1604823279764
13,876,4770265677,NONE,KR,440,DUO_SUPPORT,13,1604821539925
14,98,4769986348,TOP,KR,440,SOLO,13,1604815800204
15,48,4768297287,JUNGLE,KR,440,NONE,13,1604750839225
16,876,4768097261,JUNGLE,KR,440,NONE,13,1604748410429
17,777,4768031791,NONE,KR,450,DUO_SUPPORT,13,1604746707746
18,876,4767866066,NONE,KR,440,DUO_SUPPORT,13,1604745470510
19,141,4767758698,JUNGLE,KR,440,NONE,13,1604743271480
20,82,4767588218,TOP,KR,440,SOLO,13,1604739710059
21,5,4767571001,JUNGLE,KR,440,NONE,13,1604737447588
22,876,4767512545,NONE,KR,440,DUO_SUPPORT,13,1604735173049
23,876,4767435276,JUNGLE,KR,440,NONE,13,1604733171046
24,876,4765750601,JUNGLE,KR,440,NONE,13,1604664425452
26,245,4765530042,JUNGLE,KR,440,NONE,13,1604658637887
27,875,4765384708,JUNGLE,KR,440,NONE,13,1604656567886
28,876,4765318457,JUNGLE,KR,440,NONE,13,1604654372317
29,59,4765274360,JUNGLE,KR,440,NONE,13,1604652639043
30,245,4764959676,JUNGLE,KR,440,NONE,13,1604650790315
31,59,4764935121,JUNGLE,KR,440,NONE,13,1604648944883
32,98,4763868943,TOP,KR,440,SOLO,13,1604579290869
33,98,4763810681,TOP,KR,440,DUO_CARRY,13,1604576945186
34,875,4763392655,MID,KR,440,SOLO,13,1604574468598
35,876,4763352244,JUNGLE,KR,440,NONE,13,1604570783546
36,876,4763267985,JUNGLE,KR,440,NONE,13,1604569077782
37,876,4763202517,NONE,KR,440,DUO_SUPPORT,13,1604566668841
38,876,4763107231,JUNGLE,KR,440,NONE,13,1604564394316
39,48,4763029722,JUNGLE,KR,440,NONE,13,1604561025130
40,245,4761742294,JUNGLE,KR,440,NONE,13,1604490895868
41,876,4761604309,JUNGLE,KR,440,NONE,13,1604488469995
42,876,4761478368,JUNGLE,KR,440,NONE,13,1604486480009
43,245,4761511290,JUNGLE,KR,440,NONE,13,1604483876898
44,78,4761383443,NONE,KR,440,DUO_SUPPORT,13,1604480633154
45,876,4761296058,JUNGLE,KR,440,NONE,13,1604477520696
46,876,4761342533,NONE,KR,440,DUO_SUPPORT,13,1604476143779
47,876,4759695827,JUNGLE,KR,440,NONE,13,1604403788144
48,14,4759613860,NONE,KR,450,DUO_SUPPORT,13,1604400125789
49,98,4759565957,MID,KR,420,DUO,13,1604397798809
50,876,4759429532,JUNGLE,KR,440,NONE,13,1604394791448
51,245,4759403747,JUNGLE,KR,440,NONE,13,1604392260217
52,876,4757875520,JUNGLE,KR,440,NONE,13,1604317604186
53,5,4757816227,JUNGLE,KR,440,NONE,13,1604315012776
54,245,4757714273,JUNGLE,KR,440,NONE,13,1604310608855
55,876,4757556740,TOP,KR,440,DUO_SUPPORT,13,1604307516998
56,5,4755967013,JUNGLE,KR,440,NONE,13,1604231660861
57,876,4755663227,JUNGLE,KR,440,NONE,13,1604228468781
58,876,4755552968,JUNGLE,KR,440,NONE,13,1604225924939
59,3,4755423110,TOP,KR,440,DUO,13,1604223092664
60,555,4755324519,MID,KR,450,DUO_SUPPORT,13,1604220596181
62,267,4752799279,BOTTOM,KR,450,DUO_SUPPORT,13,1604136471902
63,876,4752822708,NONE,KR,440,DUO_SUPPORT,13,1604134671373
64,876,4752637108,JUNGLE,KR,440,NONE,13,1604132799270
65,98,4752566839,TOP,KR,440,SOLO,13,1604130018220
66,245,4752511262,JUNGLE,KR,440,NONE,13,1604128303371
67,245,4750765253,NONE,KR,440,DUO_SUPPORT,13,1604059872685
68,98,4750629436,NONE,KR,440,DUO_SUPPORT,13,1604058197037
69,245,4750640292,JUNGLE,KR,440,NONE,13,1604055611035
70,245,4750512669,JUNGLE,KR,440,NONE,13,1604053033526
71,5,4750377304,JUNGLE,KR,440,NONE,13,1604050983649
72,350,4750421045,NONE,KR,440,DUO_SUPPORT,13,1604048741652
73,111,4750287152,NONE,KR,450,DUO_SUPPORT,13,1604047048283
75,3,4746649234,MID,KR,420,SOLO,13,1603885811967
76,85,4746643074,TOP,KR,420,DUO,13,1603883877671
80,80,4746301488,BOTTOM,KR,420,DUO_SUPPORT,13,1603870134133
81,516,4744983534,TOP,KR,420,SOLO,13,1603803229876
82,98,4744906925,NONE,KR,420,DUO_SUPPORT,13,1603801617133
83,875,4744822988,TOP,KR,420,DUO_SUPPORT,13,1603798153361
84,3,4744750352,JUNGLE,KR,420,NONE,13,1603796353378
85,98,4744429493,TOP,KR,420,SOLO,13,1603793858394
86,98,4744415376,TOP,KR,420,SOLO,13,1603792163825
88,67,4744300781,NONE,KR,450,DUO_SUPPORT,13,1603788663827
89,98,4744157709,TOP,KR,420,SOLO,13,1603784042996
90,54,4744086036,JUNGLE,KR,420,NONE,13,1603782035538
91,82,4743026323,TOP,KR,420,SOLO,13,1603715548358
92,98,4742777178,NONE,KR,420,DUO_SUPPORT,13,1603713031337
94,3,4742622229,NONE,KR,420,DUO_SUPPORT,13,1603708586759
95,54,4742518765,NONE,KR,420,DUO_SUPPORT,13,1603707328782
96,80,4742494534,BOTTOM,KR,420,DUO_SUPPORT,13,1603705452711
98,517,4742396885,NONE,KR,420,DUO_SUPPORT,13,1603702248322
99,875,4742314205,TOP,KR,420,SOLO,13,1603697231760
0,84,4766178877,TOP,KR,420,SOLO,13,1604679107346
1,164,4766251541,TOP,KR,420,SOLO,13,1604677105370
2,126,4766142145,TOP,KR,420,DUO,13,1604674526145
3,68,4766007377,NONE,KR,420,DUO_SUPPORT,13,1604673186878
9,84,4765198736,TOP,KR,420,DUO,13,1604654271846
11,84,4764385786,TOP,KR,420,SOLO,13,1604602049770
12,875,4764432860,MID,KR,420,DUO,13,1604599277595
13,114,4764318451,TOP,KR,420,SOLO,13,1604595944051
14,164,4764354867,TOP,KR,420,SOLO,13,1604593918569
15,114,4764290849,TOP,KR,420,SOLO,13,1604592016668
16,777,4764183683,TOP,KR,420,SOLO,13,1604589113628
17,517,4764136865,TOP,KR,420,SOLO,13,1604586868398
20,517,4763425847,NONE,KR,420,DUO_SUPPORT,13,1604575530353
21,157,4763349421,TOP,KR,420,SOLO,13,1604573492713
22,133,4763296079,NONE,KR,420,DUO_SUPPORT,13,1604572195934
23,266,4762658390,TOP,KR,420,DUO,13,1604520277661
24,24,4762657352,TOP,KR,420,SOLO,13,1604518424858
27,236,4762526244,TOP,KR,420,DUO,13,1604508124261
28,98,4762543882,NONE,KR,420,DUO_SUPPORT,13,1604506783460
30,517,4762395960,NONE,KR,420,DUO_SUPPORT,13,1604503219174
31,84,4762069119,MID,KR,420,SOLO,13,1604500987824
32,39,4761814244,MID,KR,420,SOLO,13,1604494001259
33,84,4761747636,TOP,KR,420,SOLO,13,1604492304067
34,164,4761598257,TOP,KR,420,SOLO,13,1604489717223
35,24,4761603144,NONE,KR,420,DUO_SUPPORT,13,1604488120746
36,104,4761308713,NONE,KR,420,DUO_SUPPORT,13,1604478648399
37,114,4761303789,TOP,KR,420,SOLO,13,1604476629133
38,126,4761116590,JUNGLE,KR,420,NONE,13,1604468809313
40,517,4760371001,TOP,KR,420,SOLO,13,1604421334873
41,58,4760249301,NONE,KR,420,DUO_SUPPORT,13,1604419928418
42,10,4760214244,TOP,KR,420,SOLO,13,1604417554612
43,84,4760126742,TOP,KR,420,SOLO,13,1604414997608
44,360,4759930857,JUNGLE,KR,900,NONE,13,1604407802301
45,126,4759814783,TOP,KR,420,SOLO,13,1604406283463
46,85,4759745616,MID,KR,420,DUO,13,1604403914211
48,164,4759479117,TOP,KR,420,SOLO,13,1604398399205
51,114,4759144553,TOP,KR,420,SOLO,13,1604383674133
53,126,4745446747,TOP,KR,420,SOLO,13,1603819494592
54,517,4745444014,MID,KR,420,DUO,13,1603817704179
55,114,4745348524,TOP,KR,420,SOLO,13,1603814851481
56,164,4745293936,TOP,KR,420,SOLO,13,1603812083821
57,777,4745169041,TOP,KR,420,SOLO,13,1603809649264
58,777,4745088076,TOP,KR,420,DUO,13,1603807032791
59,517,4745043983,JUNGLE,KR,420,NONE,13,1603804007976
60,150,4744914595,TOP,KR,420,SOLO,13,1603801162408
61,98,4744806668,MID,KR,420,SOLO,13,1603799050361
62,39,4744840521,NONE,KR,420,DUO,13,1603797739658
63,117,4744666644,NONE,KR,420,DUO_SUPPORT,13,1603796130814
64,164,4744359775,MID,KR,420,SOLO,13,1603793420180
66,126,4744085603,TOP,KR,420,SOLO,13,1603781827615
68,68,4743995510,TOP,KR,420,SOLO,13,1603776693449
70,777,4743677062,NONE,KR,420,DUO_SUPPORT,13,1603746203363
72,84,4743741047,TOP,KR,420,SOLO,13,1603739196125
73,114,4743720828,TOP,KR,420,SOLO,13,1603737387782
74,236,4743579460,TOP,KR,420,SOLO,13,1603734902635
80,164,4742916814,TOP,KR,420,SOLO,13,1603715018824
82,117,4742625316,TOP,KR,420,SOLO,13,1603709644642
84,114,4742320996,TOP,KR,420,SOLO,13,1603695841667
85,236,4742235420,MID,KR,420,SOLO,13,1603693563830
90,777,4736813342,NONE,KR,420,DUO_SUPPORT,13,1603487432002
91,106,4736851035,TOP,KR,420,SOLO,13,1603484399602
92,517,4736669782,MID,KR,420,SOLO,13,1603482630918
93,875,4736658196,TOP,KR,420,SOLO,13,1603480752827
95,126,4736672303,TOP,KR,420,DUO,13,1603476543389
97,164,4736537146,NONE,KR,420,DUO_SUPPORT,13,1603473757252
99,114,4736447272,TOP,KR,420,SOLO,13,1603469968427
0,120,4770805009,NONE,KR,450,DUO_SUPPORT,13,1604836861651
1,20,4770754486,TOP,KR,450,DUO_SUPPORT,13,1604834632880
2,8,4770701830,NONE,KR,450,DUO_SUPPORT,13,1604833707661
3,25,4770584906,MID,KR,450,SOLO,13,1604831918952
4,203,4770640379,NONE,KR,450,DUO_SUPPORT,13,1604830984970
5,142,4768788135,NONE,KR,420,DUO_SUPPORT,13,1604762839741
6,134,4768639620,MID,KR,420,SOLO,13,1604758357624
8,104,4757022573,JUNGLE,KR,420,NONE,13,1604290661688
9,113,4756929704,JUNGLE,KR,420,NONE,13,1604288657400
10,60,4756907721,JUNGLE,KR,420,NONE,13,1604286793901
11,60,4756934432,JUNGLE,KR,420,NONE,13,1604284449874
16,203,4756834006,JUNGLE,KR,420,NONE,13,1604269356786
17,203,4756851541,NONE,KR,420,DUO_SUPPORT,13,1604263804291
18,60,4739207981,JUNGLE,KR,420,NONE,13,1603564612845
19,60,4739251985,JUNGLE,KR,420,NONE,13,1603562020887
20,60,4739123876,MID,KR,420,DUO_SUPPORT,13,1603557868493
21,104,4739045902,JUNGLE,KR,420,NONE,13,1603555596659
22,76,4739020575,JUNGLE,KR,420,NONE,13,1603553775701
24,104,4738780009,JUNGLE,KR,420,NONE,13,1603548286080
25,60,4731696664,JUNGLE,KR,420,NONE,13,1603281858165
26,60,4730537544,JUNGLE,KR,420,NONE,13,1603210304344
27,76,4730532140,JUNGLE,KR,420,NONE,13,1603207899140
28,60,4729968211,JUNGLE,KR,420,NONE,13,1603200338333
29,60,4729898750,JUNGLE,KR,420,NONE,13,1603197973936
30,203,4729606854,JUNGLE,KR,420,NONE,13,1603188103381
31,60,4728037789,JUNGLE,KR,420,NONE,13,1603109684860
32,60,4723419166,JUNGLE,KR,420,NONE,13,1602934685326
33,60,4723490555,JUNGLE,KR,420,NONE,13,1602932354343
34,104,4723225595,JUNGLE,KR,420,NONE,13,1602927633138
35,76,4723071453,JUNGLE,KR,420,NONE,13,1602923094861
36,60,4722322246,NONE,KR,420,DUO_SUPPORT,13,1602877025226
37,60,4722147441,JUNGLE,KR,420,NONE,13,1602872721713
38,60,4721262210,JUNGLE,KR,420,NONE,13,1602851966784
39,2,4721235818,NONE,KR,420,DUO_SUPPORT,13,1602850477184
40,30,4719907318,JUNGLE,KR,420,NONE,13,1602798715646
41,30,4719945532,JUNGLE,KR,420,NONE,13,1602795140211
42,60,4719875440,JUNGLE,KR,420,NONE,13,1602793434303
43,76,4719941780,JUNGLE,KR,420,NONE,13,1602788670814
45,203,4719826460,JUNGLE,KR,420,NONE,13,1602783439585
46,104,4718685195,JUNGLE,KR,420,NONE,13,1602759047845
47,2,4718578696,JUNGLE,KR,420,NONE,13,1602756162579
48,421,4718644235,JUNGLE,KR,420,NONE,13,1602754513528
49,2,4718528972,JUNGLE,KR,420,NONE,13,1602752210217
50,421,4718544634,NONE,KR,420,DUO_SUPPORT,13,1602750352685
51,24,4718378705,NONE,KR,420,DUO_SUPPORT,13,1602747576448
52,104,4717700036,JUNGLE,KR,420,NONE,13,1602688452977
53,64,4717620953,JUNGLE,KR,420,NONE,13,1602685485991
54,120,4716970622,JUNGLE,KR,420,NONE,13,1602677101316
55,203,4716876180,NONE,KR,420,DUO_SUPPORT,13,1602675856793
56,3,4716769022,MID,KR,420,SOLO,13,1602673611529
57,76,4708818131,JUNGLE,KR,420,NONE,13,1602339103988
58,203,4708725944,JUNGLE,KR,420,NONE,13,1602336312627
59,104,4708650295,JUNGLE,KR,420,NONE,13,1602334734949
60,60,4708159205,JUNGLE,KR,420,NONE,13,1602329838494
61,60,4708064763,JUNGLE,KR,420,NONE,13,1602328207830
62,76,4708053078,JUNGLE,KR,420,NONE,13,1602325045003
63,64,4707896666,JUNGLE,KR,420,NONE,13,1602322681032
64,76,4707809570,JUNGLE,KR,420,NONE,13,1602320412238
65,104,4707781096,JUNGLE,KR,420,NONE,13,1602317762970
66,104,4707742416,JUNGLE,KR,420,NONE,13,1602315369270
67,76,4707587933,NONE,KR,420,DUO_SUPPORT,13,1602313838353
68,104,4701472844,JUNGLE,KR,420,NONE,13,1602079004178
69,104,4700701087,JUNGLE,KR,420,NONE,13,1602052071220
70,64,4700597940,NONE,KR,420,DUO_SUPPORT,13,1602050796838
71,2,4700615039,NONE,KR,420,DUO_SUPPORT,13,1602049554828
72,2,4684418722,JUNGLE,KR,420,NONE,13,1601476405547
73,76,4684308672,NONE,KR,420,DUO_SUPPORT,13,1601473989848
74,2,4684350762,NONE,KR,420,DUO_SUPPORT,13,1601472246167
75,104,4683877116,JUNGLE,KR,420,NONE,13,1601468952476
76,76,4683666783,NONE,KR,420,DUO_SUPPORT,13,1601466437457
77,64,4683612202,JUNGLE,KR,420,NONE,13,1601462454565
78,163,4683466637,JUNGLE,KR,420,NONE,13,1601460692426
79,245,4683388345,JUNGLE,KR,420,NONE,13,1601458085196
80,24,4675786428,JUNGLE,KR,420,NONE,13,1601192934278
81,64,4629142302,JUNGLE,KR,420,NONE,13,1599411674022
82,60,4628959034,JUNGLE,KR,420,NONE,13,1599409491399
83,104,4628940795,JUNGLE,KR,420,NONE,13,1599406236634
84,76,4628820769,JUNGLE,KR,420,NONE,13,1599403524212
85,104,4628610680,JUNGLE,KR,420,NONE,13,1599400888619
86,104,4628444633,NONE,KR,420,DUO_SUPPORT,13,1599399340269
87,104,4628378296,NONE,KR,420,DUO,13,1599398057909
88,64,4628233688,JUNGLE,KR,420,NONE,13,1599394637605
89,60,4628122441,JUNGLE,KR,420,NONE,13,1599392006355
90,60,4627659594,NONE,KR,420,DUO_SUPPORT,13,1599380182506
91,76,4627661488,NONE,KR,420,DUO_SUPPORT,13,1599378022005
92,24,4618139300,TOP,KR,420,SOLO,13,1599038812605
93,24,4618103675,TOP,KR,420,SOLO,13,1599036505381
94,8,4618006611,TOP,KR,420,SOLO,13,1599033691151
95,24,4618001301,TOP,KR,420,DUO,13,1599031616376
96,24,4617938634,NONE,KR,420,DUO,13,1599030568863
97,24,4617883945,MID,KR,420,DUO,13,1599028650967
98,8,4617799495,TOP,KR,420,SOLO,13,1599027007256
99,39,4617876656,NONE,KR,420,DUO,13,1599025921330
2,360,4771544163,BOTTOM,KR,420,DUO_CARRY,13,1604847342502
6,429,4770765874,BOTTOM,KR,420,DUO_CARRY,13,1604835136949
7,145,4770646835,BOTTOM,KR,420,DUO_CARRY,13,1604832801484
8,141,4770348449,JUNGLE,KR,420,NONE,13,1604824903138
9,51,4770255013,BOTTOM,KR,420,DUO_CARRY,13,1604821262730
10,81,4770220562,NONE,KR,420,DUO_SUPPORT,13,1604819930224
13,51,4766037306,MID,KR,420,DUO,13,1604673300744
23,51,4764878453,BOTTOM,KR,420,DUO_CARRY,13,1604650153314
25,51,4764788555,BOTTOM,KR,420,DUO_CARRY,13,1604646098100
30,29,4764047441,BOTTOM,KR,420,DUO,13,1604584177110
33,81,4763145040,BOTTOM,KR,420,DUO_CARRY,13,1604563515023
38,141,4762410196,NONE,KR,450,DUO,13,1604501108086
42,81,4761765783,BOTTOM,KR,420,SOLO,13,1604491836982
48,517,4761089372,NONE,KR,450,DUO_SUPPORT,13,1604470101630
54,81,4759406114,NONE,KR,420,DUO_SUPPORT,13,1604393301311
68,81,4756553071,TOP,KR,420,DUO,13,1604243282904
70,360,4756124772,BOTTOM,KR,420,DUO_CARRY,13,1604233441653
74,81,4755039746,BOTTOM,KR,420,DUO_CARRY,13,1604214347809
87,236,4748360860,NONE,KR,420,DUO_SUPPORT,13,1603966349620
94,523,4747334069,BOTTOM,KR,420,DUO_CARRY,13,1603895976450
96,145,4746791556,NONE,KR,420,DUO_SUPPORT,13,1603889349620
98,145,4746585899,NONE,KR,420,DUO_SUPPORT,13,1603884713486
0,39,4771765038,TOP,KR,420,SOLO,13,1604857533654
2,236,4767878059,BOTTOM,KR,420,DUO_CARRY,13,1604746045120
3,145,4767769295,BOTTOM,KR,420,SOLO,13,1604743453236
5,202,4767603688,BOTTOM,KR,420,DUO_CARRY,13,1604738421066
6,81,4767548568,NONE,KR,420,DUO_SUPPORT,13,1604736997300
7,145,4767511046,BOTTOM,KR,420,DUO_CARRY,13,1604734752410
8,202,4767425326,BOTTOM,KR,420,DUO_CARRY,13,1604733108817
9,81,4767367834,BOTTOM,KR,420,DUO_CARRY,13,1604731040296
10,145,4767271742,BOTTOM,KR,420,DUO_CARRY,13,1604728776805
11,60,4767194513,NONE,KR,420,DUO_SUPPORT,13,1604726446008
12,81,4767143859,BOTTOM,KR,420,DUO_CARRY,13,1604722510919
13,81,4767036460,BOTTOM,KR,420,DUO_CARRY,13,1604719111766
14,81,4766982286,BOTTOM,KR,420,DUO_CARRY,13,1604716562780
15,81,4766927984,BOTTOM,KR,420,DUO_CARRY,13,1604714176375
16,81,4766945360,NONE,KR,420,DUO_SUPPORT,13,1604712566376
17,81,4766953090,BOTTOM,KR,420,DUO_CARRY,13,1604710741340
18,145,4766881750,BOTTOM,KR,420,DUO_CARRY,13,1604708745502
19,145,4766599354,MID,KR,420,DUO,13,1604705281311
20,145,4766676695,BOTTOM,KR,420,DUO_CARRY,13,1604701555951
21,81,4766636372,BOTTOM,KR,420,SOLO,13,1604699718496
22,81,4766645076,BOTTOM,KR,420,DUO_CARRY,13,1604697053775
24,89,4766612369,NONE,KR,420,DUO_SUPPORT,13,1604692125060
25,81,4766640315,BOTTOM,KR,420,DUO_CARRY,13,1604690191709
26,81,4766447877,BOTTOM,KR,420,DUO_CARRY,13,1604688058835
27,202,4766402060,BOTTOM,KR,420,DUO_CARRY,13,1604684143380
28,81,4766357709,NONE,KR,420,DUO_SUPPORT,13,1604682553053
29,81,4765251291,NONE,KR,420,DUO_SUPPORT,13,1604651394894
30,145,4764956379,NONE,KR,420,DUO_SUPPORT,13,1604649445667
31,81,4764819764,NONE,KR,420,DUO,13,1604646610486
32,81,4764836185,NONE,KR,420,DUO_SUPPORT,13,1604645114891
33,145,4764830679,BOTTOM,KR,420,DUO_CARRY,13,1604642531558
34,145,4764716471,BOTTOM,KR,420,DUO_CARRY,13,1604640134434
35,81,4764761472,TOP,KR,420,DUO_SUPPORT,13,1604637346482
36,236,4764627855,TOP,KR,420,DUO,13,1604634534119
37,145,4764625673,BOTTOM,KR,420,DUO_CARRY,13,1604632808323
38,81,4764654734,NONE,KR,420,DUO,13,1604632238631
39,81,4764602513,BOTTOM,KR,420,DUO_CARRY,13,1604630086710
40,81,4764529082,BOTTOM,KR,420,DUO_CARRY,13,1604626769263
41,145,4764497163,BOTTOM,KR,420,DUO_CARRY,13,1604624506026
42,145,4764495011,BOTTOM,KR,420,DUO_CARRY,13,1604621519729
43,12,4764543647,NONE,KR,420,DUO_SUPPORT,13,1604619294848
44,145,4764553066,NONE,KR,420,DUO,13,1604617874346
45,126,4764512540,NONE,KR,420,DUO_SUPPORT,13,1604616267217
47,76,4764428476,JUNGLE,KR,420,NONE,13,1604606138171
48,145,4764426321,BOTTOM,KR,420,DUO_CARRY,13,1604602901780
49,145,4764424286,BOTTOM,KR,420,DUO_CARRY,13,1604600521851
50,145,4764401851,NONE,KR,420,DUO_SUPPORT,13,1604598300926
51,85,4764369407,NONE,KR,420,DUO_SUPPORT,13,1604596758202
52,202,4764316181,BOTTOM,KR,420,DUO_CARRY,13,1604594586768
53,222,4764199416,BOTTOM,KR,420,DUO_CARRY,13,1604591355612
54,222,4764234396,BOTTOM,KR,420,DUO_CARRY,13,1604589434223
55,236,4764078495,BOTTOM,KR,420,DUO_CARRY,13,1604587340928
56,222,4764161975,BOTTOM,KR,420,DUO_CARRY,13,1604585486553
57,145,4764022877,BOTTOM,KR,420,DUO_CARRY,13,1604582941157
58,236,4763895798,BOTTOM,KR,420,DUO_CARRY,13,1604581041370
59,126,4763799304,TOP,KR,420,SOLO,13,1604579301334
60,222,4763782557,BOTTOM,KR,420,DUO_CARRY,13,1604577417619
61,126,4763376651,NONE,KR,420,DUO_SUPPORT,13,1604575673801
62,51,4763441526,BOTTOM,KR,420,DUO_CARRY,13,1604574163074
63,18,4763304565,BOTTOM,KR,420,DUO_CARRY,13,1604571613532
64,81,4763330328,BOTTOM,KR,420,DUO_CARRY,13,1604570022781
65,81,4763175176,BOTTOM,KR,420,DUO_CARRY,13,1604567675285
66,236,4763108681,BOTTOM,KR,420,DUO_CARRY,13,1604565028777
67,126,4762680550,NONE,KR,420,DUO_SUPPORT,13,1604524276833
68,12,4762609161,BOTTOM,KR,420,DUO_SUPPORT,13,1604521297219
70,222,4762646574,BOTTOM,KR,420,DUO_CARRY,13,1604516970491
71,126,4762614896,TOP,KR,420,SOLO,13,1604514788781
72,222,4762640938,BOTTOM,KR,420,DUO_CARRY,13,1604511212979
73,145,4762547721,BOTTOM,KR,420,DUO_CARRY,13,1604508934738
74,81,4762513293,BOTTOM,KR,420,DUO_CARRY,13,1604506457404
75,145,4762406156,BOTTOM,KR,420,DUO_CARRY,13,1604503393377
76,222,4762038924,NONE,KR,420,DUO_SUPPORT,13,1604500871815
77,236,4762034460,NONE,KR,420,DUO,13,1604499487585
78,18,4761916751,NONE,KR,420,DUO_SUPPORT,13,1604497270495
79,98,4761778299,TOP,KR,420,SOLO,13,1604494994696
80,81,4761686719,BOTTOM,KR,420,DUO_CARRY,13,1604492047355
81,81,4761648222,BOTTOM,KR,420,DUO_CARRY,13,1604489755026
82,120,4761640155,TOP,KR,420,DUO_SUPPORT,13,1604487220407
83,81,4761544798,BOTTOM,KR,420,DUO_CARRY,13,1604485340236
84,236,4761427659,BOTTOM,KR,420,DUO_CARRY,13,1604482397704
85,81,4761460278,BOTTOM,KR,420,DUO_CARRY,13,1604479426844
86,145,4761285351,BOTTOM,KR,420,DUO_CARRY,13,1604477274542
87,202,4760521937,BOTTOM,KR,420,DUO_CARRY,13,1604430644778
88,126,4760431159,MID,KR,420,SOLO,13,1604427231757
89,81,4760328190,BOTTOM,KR,420,SOLO,13,1604425078686
90,81,4760325065,NONE,KR,420,DUO_SUPPORT,13,1604422901194
92,120,4760266306,TOP,KR,420,DUO,13,1604418788750
93,236,4760097965,BOTTOM,KR,420,DUO_CARRY,13,1604415240198
94,236,4760094109,NONE,KR,420,DUO_SUPPORT,13,1604414030968
95,202,4759959330,BOTTOM,KR,420,DUO_CARRY,13,1604410197615
96,18,4759923314,BOTTOM,KR,420,DUO_CARRY,13,1604408513207
98,202,4759698374,BOTTOM,KR,420,DUO_CARRY,13,1604404495688
0,56,4767376017,MID,KR,420,SOLO,13,1604733062702
1,4,4767277937,MID,KR,420,DUO_CARRY,13,1604730717458
2,202,4763224508,BOTTOM,KR,420,DUO_CARRY,13,1604567541217
4,142,4763113034,BOTTOM,KR,420,DUO,13,1604562540864
5,142,4763049997,NONE,KR,420,DUO_SUPPORT,13,1604561255607
6,4,4762994424,MID,KR,420,DUO,13,1604558464034
8,61,4760691916,NONE,KR,420,DUO,13,1604448040064
10,126,4759304324,MID,KR,420,SOLO,13,1604388202409
12,3,4759174483,MID,KR,420,SOLO,13,1604383873233
13,4,4758869449,MID,KR,420,SOLO,13,1604380797432
14,4,4758886254,MID,KR,420,DUO_CARRY,13,1604378927286
15,3,4758882175,MID,KR,420,SOLO,13,1604376255997
18,104,4758715507,JUNGLE,KR,420,NONE,13,1604370173054
20,106,4758670633,JUNGLE,KR,420,NONE,13,1604364295708
22,117,4758617041,MID,KR,420,SOLO,13,1604358713024
23,236,4758586752,MID,KR,420,SOLO,13,1604356700714
24,126,4758595802,NONE,KR,420,DUO_SUPPORT,13,1604354890187
25,4,4758585185,MID,KR,420,SOLO,13,1604352021365
28,61,4757018721,MID,KR,420,SOLO,13,1604294523596
29,106,4757064770,NONE,KR,420,DUO_SUPPORT,13,1604292586047
30,62,4756902999,MID,KR,420,DUO,13,1604282595360
31,777,4756960905,NONE,KR,420,DUO,13,1604281490797
